post_id,user_id,text,dt,language,type,admin,platform,likeCount,likeCount,new_candidate,count
C7xWFMQpSLa,revistaceara," ELEIÇÕES 2024 SIMPLEX/CBN: CBN: CAP. WAGNER (22%) ANDRÉ FERNANDES (17,3%) SARTO (16, 16,2%) EVANDRO LEITÃO (8,6%) CEARÁ STA REVISTA. Os pré-candidatos @capitaowagnersousa, @andrefernandes e @sartoprefeito12 aparecem empatados em novo levantamento realizado pelo Instituto Simplex à @prefeituradefortaleza, na margem de erro de três pontos percentuais, divulgada na tarde desta segunda-feira (3), pelo Portal CBN Recife, registrada no TRE-CE: – 0 3 6 6 3 / 2 0 2 4. Foram entrevistados 1.067 pessoas por telefone, de 30 de maio a 2 de junho, com grau de confiança de 95%. Na estimulada, Wagner aparece com (22%) das intenções de voto, seguido por Fernandes (17.3%), Sarto (16.2%), @evandroleitao (8.6%), @eduardogiraooficial (5.2%), @tecio_nunes (1.1%) e Zé Batista (0.5%). Brancos/Nulo somam 13.8%, enquanto o critério Não Sabe representa 15.3% do eleitorado. O que chama a atenção é que o candidato do governador @elmanofreitas (PT), petista Evandro Leitão (PT), encontra-se estagnado em todas as pesquisas, mesmo com apoio da máquina do @governodoceara e da @assembleiace.

#dados #eleicao #politica #fortaleza #prefeitura #prefeito #ceara #brasil #nordeste #noticias.  ",2024-06-03 00:00:00,pt,photo,,Instagram,7973.0,7973.0,Evandro Leitão,7973.0
480356664519334,100076350124618,"O deputado André Fernandes, do PL, lidera a pesquisa espontânea para a prefeitura de Fortaleza, conforme levantamento do Instituto Simplex/CBN. Divulgada nesta segunda-feira (3), a sondagem mostra Fernandes com 13,7% das intenções de voto, enquanto o atual prefeito José Sarto (PDT) aparece em segundo lugar com 10%. Eis os números: [Cenário espontâneo] André Fernandes: 13,7% José Sarto: 10% Capitão Wagner: 9,5% Eduardo Girão: 2,9% Evandro Leitão:2,7% Roberto Cláudio: 2% Outros candidatos: 2,6% Branco/Nulo/Nenhum: 9,4% Indecisos/Não responderam: 47,2% [Cenário estimulado] No cenário geral, André Fernandes está tecnicamente empatado com o primeiro colocado, Capitão Wagner, do UNIÃO, que tem 22% das intenções de voto. Fernandes aparece com 17,3%, seguido de José Sarto com 16,2%. Eis os números: Capitão Wagner: 22% André Fernandes: 17,3% José Sarto: 16,2% Evandro Leitão: 8,6% Eduardo Girão: 5,2% Técio Nunes: 1,1% Zé Batista: 0,5% Branco/Nulo/Nenhum:13,8% Indecisos/Não responderam: 15,3% [Simplex/CBN] A pesquisa Simplex/CBN foi registrada no Tribunal Superior Eleitoral (TSE) sob o protocolo nº CE-03663/2024 e entrevistou 1067 eleitores maiores de 16 anos entre os dias 30 de maio e 2 de junho de 2024. O grau de confiança é de 95% e a margem de erro é de 3 pontos percentuais para mais ou para menos. CONEXÄOPOLÍTICA ÚLTIMAS André Fernandes F lidera pesquisa espontânea para a prefeitura de Fortaleza.   ",2024-06-03 00:00:00,pt,photo,BR,Facebook,79.0,79.0,André Fernandes,89.0
C7xBhgrpwh7,conexaopoliticabrasil," CONEXÃOPOLÍTICA ÚLTIMAS André Fernandes lidera pesquisa espontânea para a prefeitura de Fortaleza. O deputado André Fernandes, do PL, lidera a pesquisa espontânea para a prefeitura de Fortaleza, conforme levantamento do Instituto Simplex/CBN.

Divulgada nesta segunda-feira (3), a sondagem mostra Fernandes com 13,7% das intenções de voto, enquanto o atual prefeito José Sarto (PDT) aparece em segundo lugar com 10%. Eis os números:

[Cenário espontâneo]

André Fernandes: 13,7%
José Sarto: 10%
Capitão Wagner: 9,5%
Eduardo Girão: 2,9%
Evandro Leitão:2,7%
Roberto Cláudio: 2%
Outros candidatos: 2,6%
Branco/Nulo/Nenhum: 9,4%
Indecisos/Não responderam: 47,2%

[Cenário estimulado]

No cenário geral, André Fernandes está tecnicamente empatado com o primeiro colocado, Capitão Wagner, do UNIÃO, que tem 22% das intenções de voto. Fernandes aparece com 17,3%, seguido de José Sarto com 16,2%. Eis os números:

Capitão Wagner: 22%
André Fernandes: 17,3%
José Sarto: 16,2%
Evandro Leitão: 8,6%
Eduardo Girão: 5,2%
Técio Nunes: 1,1%
Zé Batista: 0,5%
Branco/Nulo/Nenhum:13,8%
Indecisos/Não responderam: 15,3%

[Simplex/CBN]

A pesquisa Simplex/CBN foi registrada no Tribunal Superior Eleitoral (TSE) sob o protocolo nº CE-03663/2024 e entrevistou 1067 eleitores maiores de 16 anos entre os dias 30 de maio e 2 de junho de 2024.

O grau de confiança é de 95% e a margem de erro é de 3 pontos percentuais para mais ou para menos.  ",2024-06-03 00:00:00,pt,photo,,Instagram,21507.0,21507.0,André Fernandes,21507.0
C7wzD-mONYE,focuspoder," ELEIÇÕES 2024 LUÍSA CELA FALA DE ""DISPOSIÇÃOE COMPROMISSO"" CASO SEJA ESCOLHIDA COMO VICE DE EVANDRO FOCUS.JOR. A secretária da Cultura do Ceará, Luísa Cela (PSB), filha da ex-governadora Izolda Cela, declarou sua disposição para assumir o posto de pré-candidata a vice-prefeita de Fortaleza na chapa de Evandro Leitão (PT).

“Tenho disposição, tenho compromisso, mas essas decisões não são pessoais, são coletivas. Serão tomadas no tempo certo”, explicou.

⏩ Leia mais no focus.jor, link na bio.  ",2024-06-03 00:00:00,pt,photo,,Instagram,31.0,31.0,Evandro Leitão,31.0
987321806085039,100044216867061,"Continuando o dia de atividades em Fortaleza almocei com o governador Elmano de Freitas para uma conversa sobre geração de empregos no estado. Participei à tarde da sessão solene em comemoração ao mês dos trabalhadores e das trabalhadoras, organizada pelo presidente da Assembleia Legislativa, Evandro Leitão. A cerimonia também marcou o lançamento do programa ‘Momento do Trabalhador’, que será exibido semanalmente pelos veículos de comunicação da Alece, com pautas focadas no universo do trabalho, formação, emprego, renda, empreendedorismo e economia solidária. Tive uma conversa com os servidores do Ministério do Trabalho e Emprego e com um grupo de representantes das centrais sindicais no Estado.    ",2024-05-27 00:00:00,pt,photo,BR,Facebook,33.0,33.0,Evandro Leitão,36.0
C7fJivBvtIH,luizmarinhopt,"  Continuando o dia de atividades em Fortaleza almocei com o governador Elmano de Freitas para uma conversa sobre geração de empregos no estado. Participei à tarde da sessão solene em comemoração ao mês dos trabalhadores e das trabalhadoras, organizada pelo presidente da Assembleia Legislativa, Evandro Leitão. A cerimonia também marcou o lançamento do programa ‘Momento do Trabalhador’, que será exibido semanalmente pelos veículos de comunicação da Alece, com pautas focadas no universo do trabalho, formação, emprego, renda, empreendedorismo e economia solidária. Tive uma conversa com os servidores do Ministério do Trabalho e Emprego e com um grupo de representantes das centrais sindicais no Estado.  ",2024-05-27 00:00:00,pt,album,,Instagram,141.0,141.0,Evandro Leitão,141.0
C9sR6zERNyU,larissagaspar_oficial,"  Hoje tivemos mais uma Roda de Conversa com nosso pré candidato a prefeito de Fortaleza, Evandro Leitão, dessa vez na Regional VI. 

Governo democrático se faz com escuta da população e é assim que estamos construindo essa pré-candidatura: ouvindo o povo e buscando juntos as melhores soluções pra superar os problemas que dificultam a vida das pessoas. 

Vem com a gente! É PT! É Evandro!

#quemdefendevocêéopt #fortalezaquermudança #fortaleza #soalutamudaavida #alutacontinua.  ",2024-07-21 00:00:00,pt,album,,Instagram,388.0,388.0,Evandro Leitão,388.0
C9srT9nxH3a,drportoportinho,"  🌟 Hoje foi dia de valorizar os artistas locais junto com o pré-candidato à prefeitura de Fortaleza Evandro Leitão. 

➡️ Enquanto vereador no período de 2017-2020, sempre apoiei e incentivei os artistas locais cirando diversos projetos que atendam às suas necessidades! 

💪🏼 Cabe à classe política construir uma cidade que honra e celebra a criatividade e a arte em todas as suas formas!

#doutorportinho #fortaleza #ceara #artistaslocais #arte #evandroleitao.  ",2024-07-21 00:00:00,pt,album,,Instagram,81.0,81.0,Evandro Leitão,81.0
C9pudQhxhqr,joseairtoncirilo,"  Na manhã deste sábado, 20, nosso assessor político Alexandre Aragão esteve representando nosso mandato na Roda de Conversa do pré-candidato a  prefeito de Fortaleza EVANDRO LEITÃO com habitantes dos bairros que estão inscritos na Regional V.

Contando com a presença do presidente estadual do PSB Eudoro Santana, do  presidente municipal do PT deputado Guilherme Sampaio, do vereador Dr. Vicente, da vereadora Adriana, além de dezenas de lideranças da região, o encontro teve como escopo escutar as demandas daquela população diante dos descasos cometidos pela atual administração municipal.

Nosso mandato, desde o primeiro momento, colocou-se ao lado do companheiro EVANDRO, comprometido com o projeto de mudança do qual sua pré-candidatura é portadora. Estamos juntos!.  ",2024-07-20 00:00:00,pt,album,,Instagram,77.0,77.0,Evandro Leitão,77.0
C9pojVNRR0p,larissagaspar_oficial,"  Participei da Roda de Conversa da Regional V com nosso pré-candidato a prefeito de Fortaleza, Evandro Leitão. 

Momento de ouvir as demandas da população e formular propostas que possam solucionar os problemas que afligem nosso povo!

#fortalezaquermudança #quemdefendevocêéopt #larissamulherdeluta #larissadeputadaestadual #evandroleitão #sabadou.  ",2024-07-20 00:00:00,pt,album,,Instagram,293.0,293.0,Evandro Leitão,293.0
C9pfoLgu4n-,adriana.almeida2024,"  Na manhã deste sábado (20/07), participei da roda de conversa “Fortaleza quer Mudança!” com o pré-candidato a prefeito de Fortaleza pelo PT, Evandro Leitão, e com moradoras e moradores da Regional V. Foi um momento de diálogo e troca de ideias sobre o futuro da nossa cidade, reafirmando nosso compromisso com uma Fortaleza mais justa e inclusiva.

#FortalezaQuerMudança #PT #ProfessoraAdrianaAlmeida #EvandroLeitão.  ",2024-07-20 00:00:00,pt,album,,Instagram,240.0,240.0,Evandro Leitão,240.0
C9pw0RZo6RW,blogdomagno,"  Em um ato de mobilização realizado recentemente, importantes figuras do Partido dos Trabalhadores (PT) de São José do Egito manifestaram seu descontentamento com as decisões recentes da direção do partido e declararam apoio à pré-campanha de Fredson Brito para prefeito. Entre os descontentes, destacam-se o vice-presidente Flávio Menezes, o tesoureiro Eduí, Zome de Binhas, Edvaldo Campos, Lurdinha de Calcinho, Kátia Belo, entre outros.

Flávio Menezes, vice-presidente do PT, expressou seu descontentamento com as articulações feitas pelo presidente do partido. “Não concordo com as manobras políticas que resultaram nessa aliança com Paulo Jucá e Evandro Valadares. O PT precisa manter sua identidade e seus princípios, e essa decisão vai contra isso”, afirmou Menezes.

Fredson Brito, em seu discurso de agradecimento, destacou a importância do apoio recebido. “Estou profundamente grato pelo apoio de vocês, que são figuras tão respeitadas no nosso partido. Este apoio reforça nosso compromisso em fazer uma gestão transparente e participativa, que valorize a opinião de todos os cidadãos de São José do Egito”, disse Fredson.  ",2024-07-20 00:00:00,pt,photo,,Instagram,77.0,77.0,Evandro Leitão,77.0
C9pwSbzpNJF,lupa1.oficial,"  O presidente nacional do Partido Democrático Trabalhista (PDT), ministro Carlos Lupi, participou neste sábado (20) da convenção do partido em Teresina. O evento aconteceu no auditório Tupperware, no Centro da capital, e homologou 30 candidaturas a vereador de Teresina. 

O presidente da Câmara Municipal de Teresina, vereador Enzo Samuel, lembrou de quando questionaram a capacidade dele e do presidente da sigla, vereador Evandro Hidd, de formar uma chapa proporcional.

“Hoje é um dia de festa, dia de alegria, mas também dia de concretizar mais um passo nessa luta da eleição municipal de Teresina, que é reconstruir nossa cidade. Muitos disseram que o PDT não teria chapa nesse processo eleitoral, jogaram Enzo para um lado, jogaram Evandro para outro e a gente de forma calada, como a gente sempre trabalha entregando resultados, conseguimos montar a melhor chapa na base da sinceridade, porque todos que vieram para o PDT vieram nessa perspectiva de construir uma Teresina melhor, de levar o nome de Leonel Brizola, o nome da educação que ele defendia por nossa cidade”, destacou Enzo.

O pré-candidato a prefeito Fábio Novo (PT) também esteve prestigiando o evento. “Fiz questão de vir a essa convenção porque Teresina está precisando de uma união de forças. O PDT tem compromisso com a cidade e aposta em Fábio Novo, pelo seu compromisso, pelo seu trabalho e por representar o presidente Lula e o governador Rafael”, disse Novo.

@enzosamuel.ofc 
@evandrohidd.  ",2024-07-20 00:00:00,pt,photo,,Instagram,45.0,45.0,Evandro Leitão,45.0
C9qeNhOOUBa,luisacela,"  ✨O sábado contou com uma ótima manhã na Roda de Conversa da Regional V com o pré-candidato à Prefeitura de Fortaleza, Evandro Leitão. 

✅Na oportunidade, debatemos  pontos importantes do nosso plano de Governo com pessoas cidadãs dos bairros da Granja Lisboa, Granja Portugal, Bom Jardim, Siqueira e Bonsucesso.

❤️‍🔥Por mais energia feminina na política, por uma cidade transformada a partir dos nossos sonhos e desejos! Acreditemos na cidadania: a política é nosso meio para transformar a cidade que queremos.

🌟Fortaleza está pronta para a mudança que precisamos!  #FortalezaQuerMudança.  ",2024-07-20 00:00:00,pt,album,,Instagram,1009.0,1009.0,Evandro Leitão,1009.0
C9lP0HMMhhz,_brunopedrosa,"  Nosso pré-candidato a prefeito de Fortaleza, Evandro Leitão.
Homem íntegro, sério, gestor competente e conhecedor dos problemas e soluções de Fortaleza!
Tem meu apoio neste desafio que se avizinha mas certos que representamos os anseios daqueles e daquelas que mais precisam. 
Deus lhe abençoe @evandroleitao.  ",2024-07-18 00:00:00,pt,photo,,Instagram,205.0,205.0,Evandro Leitão,205.0
C9jy8QRulix,altosantoenoticia,"  A Assembleia Legislativa do Ceará (Alece) aprovou, nesta terça-feira (16), mais um empréstimo milionário a pedido do governador Elmano de Freitas.

O novo financiamento, no valor de EUR 100 milhões (aproximadamente R$ 592 milhões na cotação atual), visa custear programas do governo estadual. A articulação foi liderada pelo deputado e pré-candidato a prefeito de Fortaleza, Evandro Leitão (PT).

Desse montante, EUR 92 milhões serão contratados junto ao Instituto de Crédito Oficial (ICO) e EUR 8 milhões serão obtidos do Fundo Internacional para o Desenvolvimento da Agricultura (FIDA).

Com esta nova quantia, o governo de Elmano já acumulou cerca de R$ 3,3 bilhões em empréstimos desde o início de sua gestão, elevando a carga de dívida pública que será paga pelos contribuintes cearenses.

📢 E você, cearense, o que acha desse novo empréstimo? Deixe sua opinião nos comentários!.  ",2024-07-18 00:00:00,pt,photo,,Instagram,96.0,96.0,Evandro Leitão,96.0
C9kFSTmuHvR,opiniaoce,"  #Política • O Ministério Público Eleitoral (MPE) arquivou uma denúncia feita contra o presidente da Assembleia Legislativa do Estado do Ceará (Alece) e pré-candidato à Prefeitura de Fortaleza, Evandro Leitão (PT). O parlamentar foi alvo de denúncia acerca de suspeita de uso político de um projeto da Mesa Diretora da Casa que permitia a distribuição de equipamentos a cozinhas comunitárias vinculadas ao Programa Ceará Sem Fome. Ao OPINIÃO CE, o presidente destacou que, ao tratar sobre a questão, sempre enfatizou a ação como uma iniciativa de toda a Assembleia, e não sua.

“Desde o início eu fiquei muito tranquilo, porque isso foi aprovado na Mesa Diretora e foi aprovado em unanimidade pelos deputados. Apesar de ter a minha consciência tranquila, para mim é uma certidão receber o documento de um arquivamento. É sinal de que não têm provas”, destacou Evandro, durante coletiva.

Ainda conforme o deputado estadual, o arquivamento traz à tona a transparência do trabalho que vem sendo feito no Legislativo Estadual. “É sinal de que, o que estamos fazendo aqui é feito de maneira muito transparente e correta”, completou. Questionado se saberia quem fez a denúncia, o petista disse que não.

🔗 Leia mais no nosso portal. Link na bio!
📸 Natinho Rodrigues
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-07-18 00:00:00,pt,photo,,Instagram,31.0,31.0,Evandro Leitão,31.0
